"marriagedata.rownum","poll","poll.firm","poll.year","id","statenum","statename","region.cat","female","race.wbh","edu.cat","age.cat","age.cat6","age.edu.cat6","educ","age","democrat","republican","black","hispanic","weight","yes.of.opinion.holders","yes.of.all","state","state.initnum","region","no.of.all","no.of.opinion.holders"
"2759","Pew 2004Dec01","Pew ",2004,747,14,"iowa",2,0,1,3,2,3,15,5,35,0,1,0,0,1.47826087474823,0,0,"IA",13,"midwest",1,1
"2760","Pew 2004Dec01","Pew ",2004,748,36,"oregon",4,0,1,2,3,4,20,3,46,0,1,0,0,2.39130425453186,0,0,"OR",38,"west",1,1
"2761","Pew 2004Dec01","Pew ",2004,749,43,"utah",4,1,1,1,4,6,31,2,70,1,0,0,0,1.60869562625885,0,0,"UT",45,"west",1,1
"2762","Pew 2004Dec01","Pew ",2004,750,2,"arizona",4,0,1,3,2,2,9,5,34,1,0,0,0,1.84782612323761,0,0,"AZ",4,"west",1,1
"2763","Pew 2004Dec01","Pew ",2004,751,41,"tennessee",3,0,1,3,3,5,27,5,62,0,1,0,0,1.63043475151062,0,0,"TN",43,"south",1,1
"2764","Pew 2004Dec01","Pew ",2004,752,24,"missouri",2,0,1,4,2,2,10,6,30,1,0,0,0,1.56521737575531,1,1,"MO",25,"midwest",0,0
"2765","Pew 2004Dec01","Pew ",2004,753,42,"texas",3,1,1,2,3,4,20,4,47,1,0,0,0,2.34782600402832,0,0,"TX",44,"south",1,1
"2766","Pew 2004Dec01","Pew ",2004,754,42,"texas",3,1,3,2,3,4,20,3,47,1,0,0,1,3.7826087474823,0,0,"TX",44,"south",1,1
"2767","Pew 2004Dec01","Pew ",2004,755,46,"washington",4,0,1,2,3,4,20,3,45,0,1,0,0,1.80434787273407,0,0,"WA",48,"west",1,1
"2768","Pew 2004Dec01","Pew ",2004,756,26,"nebraska",2,1,1,4,4,6,34,6,81,0,1,0,0,1,0,0,"NE",30,"midwest",1,1
"2769","Pew 2004Dec01","Pew ",2004,757,9,"florida",3,1,1,4,4,6,34,6,68,0,1,0,0,1.06521737575531,0,0,"FL",10,"south",1,1
"2770","Pew 2004Dec01","Pew ",2004,758,42,"texas",3,0,1,4,4,6,34,6,68,0,1,0,0,1,0,0,"TX",44,"south",1,1
"2771","Pew 2004Dec01","Pew ",2004,759,31,"new york",1,1,1,4,3,5,28,6,58,1,0,0,0,1.93478262424469,1,1,"NY",35,"northeast",0,0
"2772","Pew 2004Dec01","Pew ",2004,760,43,"utah",4,0,1,3,1,1,3,5,19,1,0,0,0,1.89130437374115,0,0,"UT",45,"west",1,1
"2773","Pew 2004Dec01","Pew ",2004,761,4,"california",4,1,1,3,3,4,21,5,52,1,0,0,0,1.23913037776947,1,1,"CA",5,"west",0,0
"2774","Pew 2004Dec01","Pew ",2004,762,4,"california",4,0,2,2,1,1,2,3,23,0,0,1,0,2.34782600402832,0,0,"CA",5,"west",1,1
"2775","Pew 2004Dec01","Pew ",2004,763,36,"oregon",4,0,3,2,1,1,2,3,23,0,0,0,1,2.4347825050354,1,1,"OR",38,"west",0,0
"2776","Pew 2004Dec01","Pew ",2004,764,4,"california",4,0,3,1,3,4,19,1,50,0,0,0,1,4.17000007629395,0,0,"CA",5,"west",1,1
"2777","Pew 2004Dec01","Pew ",2004,765,25,"montana",4,1,1,3,4,6,33,5,79,1,0,0,0,1.04347825050354,0,0,"MT",27,"west",1,1
"2778","Pew 2004Dec01","Pew ",2004,766,5,"colorado",4,0,1,2,1,1,2,3,19,1,0,0,0,2.41304349899292,0,0,"CO",6,"west",1,1
"2779","Pew 2004Dec01","Pew ",2004,767,4,"california",4,1,1,4,2,3,16,6,35,0,1,0,0,1.41304349899292,0,0,"CA",5,"west",1,1
"2780","Pew 2004Dec01","Pew ",2004,768,36,"oregon",4,0,1,3,3,4,21,5,54,0,0,0,0,1.91304349899292,0,0,"OR",38,"west",1,1
"2781","Pew 2004Dec01","Pew ",2004,769,4,"california",4,0,3,3,3,4,21,5,50,0,0,0,1,2.15217399597168,0,0,"CA",5,"west",1,1
"2782","Pew 2004Dec01","Pew ",2004,770,4,"california",4,1,1,3,3,5,27,5,60,0,0,0,0,1.36956524848938,1,1,"CA",5,"west",0,0
"2783","Pew 2004Dec01","Pew ",2004,771,46,"washington",4,1,1,4,2,2,10,7,32,0,0,0,0,1.84782612323761,1,1,"WA",48,"west",0,0
"2784","Pew 2004Dec01","Pew ",2004,772,46,"washington",4,0,1,3,4,6,33,5,73,0,0,0,0,1,0,0,"WA",48,"west",1,1
"2785","Pew 2004Dec01","Pew ",2004,773,46,"washington",4,0,1,2,1,1,2,3,23,0,0,0,0,2.23913049697876,0,0,"WA",48,"west",1,1
"2786","Pew 2004Dec01","Pew ",2004,774,22,"minnesota",2,1,1,4,2,3,16,6,38,0,1,0,0,1.7173912525177,0,0,"MN",24,"midwest",1,1
"2787","Pew 2004Dec01","Pew ",2004,775,32,"north carolina",3,1,1,2,3,5,26,3,59,0,0,0,0,1.60869562625885,0,0,"NC",28,"south",1,1
"2788","Pew 2004Dec01","Pew ",2004,776,12,"illinois",2,0,1,4,3,5,28,6,56,0,1,0,0,1.63043475151062,0,0,"IL",15,"midwest",1,1
"2789","Pew 2004Dec01","Pew ",2004,777,45,"virginia",3,0,1,1,3,4,19,2,48,0,0,0,0,2.95652174949646,1,1,"VA",46,"south",0,0
"2790","Pew 2004Dec01","Pew ",2004,778,20,"massachusetts",1,1,1,2,4,6,32,3,75,0,1,0,0,2.80434775352478,0,0,"MA",20,"northeast",1,1
"2791","Pew 2004Dec01","Pew ",2004,779,39,"south carolina",3,1,1,4,3,5,28,7,56,0,0,0,0,1.65217387676239,1,1,"SC",41,"south",0,0
"2792","Pew 2004Dec01","Pew ",2004,780,9,"florida",3,0,NA,4,NA,NA,NA,6,NA,0,0,NA,NA,2.10869574546814,0,0,"FL",10,"south",1,1
"2793","Pew 2004Dec01","Pew ",2004,781,8,"district of columbia",5,1,2,3,4,6,33,5,79,1,0,1,0,1.7826087474823,0,0,"DC",8,"dc",1,1
"2794","Pew 2004Dec01","Pew ",2004,782,21,"michigan",2,1,1,3,2,3,15,5,37,0,1,0,0,2,0,0,"MI",23,"midwest",1,1
"2795","Pew 2004Dec01","Pew ",2004,783,32,"north carolina",3,0,1,2,1,1,2,3,18,0,1,0,0,2.5,0,0,"NC",28,"south",1,1
"2796","Pew 2004Dec01","Pew ",2004,784,45,"virginia",3,1,2,1,4,6,31,2,68,1,0,1,0,4.17000007629395,0,0,"VA",46,"south",1,1
"2797","Pew 2004Dec01","Pew ",2004,785,32,"north carolina",3,1,1,3,3,5,27,5,59,0,1,0,0,1.54347825050354,0,0,"NC",28,"south",1,1
"2798","Pew 2004Dec01","Pew ",2004,786,4,"california",4,0,1,2,3,4,20,3,52,1,0,0,0,1.26086962223053,1,1,"CA",5,"west",0,0
"2799","Pew 2004Dec01","Pew ",2004,787,2,"arizona",4,1,1,4,2,3,16,6,44,0,0,0,0,1.41304349899292,NA,0,"AZ",4,"west",1,NA
"2800","Pew 2004Dec01","Pew ",2004,788,10,"georgia",3,1,2,4,2,3,16,6,39,1,0,1,0,1.7173912525177,0,0,"GA",11,"south",1,1
"2801","Pew 2004Dec01","Pew ",2004,789,37,"pennsylvania",1,1,1,2,4,6,32,3,77,0,0,0,0,2.19565224647522,0,0,"PA",39,"northeast",1,1
"2802","Pew 2004Dec01","Pew ",2004,790,21,"michigan",2,0,1,2,3,5,26,3,58,1,0,0,0,2.13043475151062,0,0,"MI",23,"midwest",1,1
"2803","Pew 2004Dec01","Pew ",2004,791,29,"new jersey",1,0,1,2,3,4,20,3,45,1,0,0,0,2.34782600402832,0,0,"NJ",32,"northeast",1,1
"2804","Pew 2004Dec01","Pew ",2004,792,37,"pennsylvania",1,1,1,1,1,1,1,2,18,0,0,0,0,4.17000007629395,NA,0,"PA",39,"northeast",1,NA
"2805","Pew 2004Dec01","Pew ",2004,793,39,"south carolina",3,0,1,4,2,3,16,6,40,1,0,0,0,1.41304349899292,1,1,"SC",41,"south",0,0
"2806","Pew 2004Dec01","Pew ",2004,794,13,"indiana",2,0,1,2,4,6,32,3,70,0,0,0,0,1.23913037776947,0,0,"IN",16,"midwest",1,1
"2807","Pew 2004Dec01","Pew ",2004,795,42,"texas",3,1,1,4,4,6,34,7,89,0,1,0,0,1.06521737575531,0,0,"TX",44,"south",1,1
"2808","Pew 2004Dec01","Pew ",2004,796,3,"arkansas",3,0,1,3,4,6,33,5,81,0,1,0,0,1,0,0,"AR",3,"south",1,1
"2809","Pew 2004Dec01","Pew ",2004,797,13,"indiana",2,0,1,2,3,4,20,3,49,0,0,0,0,1.41304349899292,0,0,"IN",16,"midwest",1,1
"2810","Pew 2004Dec01","Pew ",2004,798,22,"minnesota",2,0,1,2,3,4,20,3,50,0,0,0,0,2.45652174949646,0,0,"MN",24,"midwest",1,1
"2811","Pew 2004Dec01","Pew ",2004,799,26,"nebraska",2,1,1,2,2,3,14,3,40,0,0,0,0,2.52173924446106,0,0,"NE",30,"midwest",1,1
"2812","Pew 2004Dec01","Pew ",2004,800,48,"wisconsin",2,1,1,2,NA,NA,NA,3,NA,1,0,0,0,1.13043475151062,0,0,"WI",49,"midwest",1,1
"2813","Pew 2004Dec01","Pew ",2004,801,22,"minnesota",2,0,1,2,4,6,32,3,83,0,0,0,0,1.34782612323761,0,0,"MN",24,"midwest",1,1
"2814","Pew 2004Dec01","Pew ",2004,802,24,"missouri",2,1,1,2,3,4,20,4,52,0,0,0,0,2.19565224647522,1,1,"MO",25,"midwest",0,0
"2815","Pew 2004Dec01","Pew ",2004,803,3,"arkansas",3,0,1,2,4,6,32,3,68,1,0,0,0,1.47826087474823,0,0,"AR",3,"south",1,1
"2816","Pew 2004Dec01","Pew ",2004,804,12,"illinois",2,0,1,2,3,4,20,3,48,0,1,0,0,1.7826087474823,0,0,"IL",15,"midwest",1,1
"2817","Pew 2004Dec01","Pew ",2004,805,1,"alabama",3,1,1,2,NA,NA,NA,3,NA,0,1,0,0,1.2173912525177,0,0,"AL",2,"south",1,1
"2818","Pew 2004Dec01","Pew ",2004,806,42,"texas",3,0,1,3,3,5,27,5,62,0,0,0,0,1.56521737575531,NA,0,"TX",44,"south",1,NA
"2819","Pew 2004Dec01","Pew ",2004,807,12,"illinois",2,1,1,1,1,1,1,2,19,1,0,0,0,4.17000007629395,1,1,"IL",15,"midwest",0,0
"2820","Pew 2004Dec01","Pew ",2004,808,12,"illinois",2,1,1,4,2,3,16,6,35,0,0,0,0,1.65217387676239,1,1,"IL",15,"midwest",0,0
"2821","Pew 2004Dec01","Pew ",2004,809,22,"minnesota",2,1,1,3,1,1,3,5,22,1,0,0,0,4.08695650100708,1,1,"MN",24,"midwest",0,0
"2822","Pew 2004Dec01","Pew ",2004,810,27,"nevada",4,1,1,2,2,3,14,3,38,0,1,0,0,2.4347825050354,1,1,"NV",34,"west",0,0
"2823","Pew 2004Dec01","Pew ",2004,811,35,"oklahoma",3,1,1,2,3,5,26,3,57,0,1,0,0,1.76086962223053,0,0,"OK",37,"south",1,1
"2824","Pew 2004Dec01","Pew ",2004,812,24,"missouri",2,1,1,4,2,3,16,7,43,0,1,0,0,1.45652174949646,0,0,"MO",25,"midwest",1,1
"2825","Pew 2004Dec01","Pew ",2004,813,42,"texas",3,0,1,2,4,6,32,3,65,0,1,0,0,1.86956524848938,0,0,"TX",44,"south",1,1
"2826","Pew 2004Dec01","Pew ",2004,814,27,"nevada",4,0,1,3,3,4,21,5,50,0,0,0,0,1.58695650100708,0,0,"NV",34,"west",1,1
"2827","Pew 2004Dec01","Pew ",2004,815,20,"massachusetts",1,1,1,2,3,4,20,3,46,0,0,0,0,3.0652174949646,0,0,"MA",20,"northeast",1,1
"2828","Pew 2004Dec01","Pew ",2004,816,16,"kentucky",3,1,1,2,2,3,14,3,42,1,0,0,0,2.73913049697876,0,0,"KY",18,"south",1,1
"2829","Pew 2004Dec01","Pew ",2004,817,38,"rhode island",1,1,1,2,2,3,14,3,44,0,1,0,0,4.17000007629395,1,1,"RI",40,"northeast",0,0
"2830","Pew 2004Dec01","Pew ",2004,818,18,"maine",1,1,1,4,4,6,34,6,65,0,0,0,0,3.10869574546814,0,0,"ME",22,"northeast",1,1
"2831","Pew 2004Dec01","Pew ",2004,819,18,"maine",1,0,1,3,2,3,15,5,37,0,0,0,0,2.0652174949646,1,1,"ME",22,"northeast",0,0
"2832","Pew 2004Dec01","Pew ",2004,820,9,"florida",3,1,1,4,3,4,22,6,50,0,0,0,0,1.26086962223053,1,1,"FL",10,"south",0,0
"2833","Pew 2004Dec01","Pew ",2004,821,28,"new hampshire",1,1,1,4,3,5,28,6,57,0,1,0,0,1.2826087474823,0,0,"NH",31,"northeast",1,1
"2834","Pew 2004Dec01","Pew ",2004,822,34,"ohio",2,0,1,2,4,6,32,3,77,0,0,0,0,1.23913037776947,0,0,"OH",36,"midwest",1,1
"2835","Pew 2004Dec01","Pew ",2004,823,37,"pennsylvania",1,0,1,2,3,4,20,3,52,0,0,0,0,1.7826087474823,1,1,"PA",39,"northeast",0,0
"2836","Pew 2004Dec01","Pew ",2004,824,41,"tennessee",3,1,1,2,4,6,32,4,70,0,0,0,0,1.7173912525177,0,0,"TN",43,"south",1,1
"2837","Pew 2004Dec01","Pew ",2004,825,16,"kentucky",3,1,1,3,3,4,21,5,49,0,1,0,0,1.15217387676239,0,0,"KY",18,"south",1,1
"2838","Pew 2004Dec01","Pew ",2004,826,34,"ohio",2,1,1,4,4,6,34,6,65,1,0,0,0,1.39130437374115,0,0,"OH",36,"midwest",1,1
"2839","Pew 2004Dec01","Pew ",2004,827,9,"florida",3,1,1,2,4,6,32,4,80,1,0,0,0,2.45652174949646,1,1,"FL",10,"south",0,0
"2840","Pew 2004Dec01","Pew ",2004,828,9,"florida",3,1,1,2,4,6,32,4,82,0,1,0,0,2.02173924446106,0,0,"FL",10,"south",1,1
"2841","Pew 2004Dec01","Pew ",2004,829,6,"connecticut",1,0,1,4,3,5,28,6,56,0,1,0,0,2.04347825050354,1,1,"CT",7,"northeast",0,0
"2842","Pew 2004Dec01","Pew ",2004,830,20,"massachusetts",1,1,1,2,4,6,32,3,71,1,0,0,0,2.80434775352478,0,0,"MA",20,"northeast",1,1
"2843","Pew 2004Dec01","Pew ",2004,831,9,"florida",3,1,3,2,3,5,26,3,55,0,0,0,1,2.82608699798584,1,1,"FL",10,"south",0,0
"2844","Pew 2004Dec01","Pew ",2004,832,31,"new york",1,0,1,3,3,4,21,5,49,0,0,0,0,1.80434787273407,0,0,"NY",35,"northeast",1,1
"2845","Pew 2004Dec01","Pew ",2004,833,9,"florida",3,0,1,2,1,1,2,3,18,0,1,0,0,2.5,0,0,"FL",10,"south",1,1
"2846","Pew 2004Dec01","Pew ",2004,834,4,"california",4,0,3,1,1,1,1,2,18,1,0,0,1,4.17000007629395,1,1,"CA",5,"west",0,0
"2847","Pew 2004Dec01","Pew ",2004,835,27,"nevada",4,1,3,2,1,1,2,3,18,1,0,0,1,4.15217399597168,0,0,"NV",34,"west",1,1
"2848","Pew 2004Dec01","Pew ",2004,836,21,"michigan",2,1,1,3,3,5,27,5,60,1,0,0,0,1.30434787273407,1,1,"MI",23,"midwest",0,0
"2849","Pew 2004Dec01","Pew ",2004,837,37,"pennsylvania",1,1,1,4,4,6,34,6,87,0,1,0,0,1.86956524848938,0,0,"PA",39,"northeast",1,1
"2850","Pew 2004Dec01","Pew ",2004,838,31,"new york",1,0,1,2,3,4,20,3,49,0,0,0,0,3.0652174949646,NA,0,"NY",35,"northeast",1,NA
"2851","Pew 2004Dec01","Pew ",2004,839,10,"georgia",3,0,1,2,4,6,32,3,72,0,0,0,0,1.86956524848938,0,0,"GA",11,"south",1,1
"2852","Pew 2004Dec01","Pew ",2004,840,38,"rhode island",1,1,1,2,4,6,32,3,80,1,0,0,0,2.80434775352478,0,0,"RI",40,"northeast",1,1
"2853","Pew 2004Dec01","Pew ",2004,841,20,"massachusetts",1,0,1,3,2,3,15,5,40,0,0,0,0,3.04347825050354,1,1,"MA",20,"northeast",0,0
"2854","Pew 2004Dec01","Pew ",2004,842,38,"rhode island",1,1,2,3,2,2,9,5,33,1,0,1,0,3.58695650100708,1,1,"RI",40,"northeast",0,0
"2855","Pew 2004Dec01","Pew ",2004,843,19,"maryland",3,0,1,3,3,5,27,5,60,1,0,0,0,1.80434787273407,0,0,"MD",21,"south",1,1
"2856","Pew 2004Dec01","Pew ",2004,844,21,"michigan",2,1,1,2,3,4,20,4,46,1,0,0,0,2.2173912525177,1,1,"MI",23,"midwest",0,0
"2857","Pew 2004Dec01","Pew ",2004,845,29,"new jersey",1,1,1,4,3,4,22,7,51,0,0,0,0,1.58695650100708,1,1,"NJ",32,"northeast",0,0
"2858","Pew 2004Dec01","Pew ",2004,846,21,"michigan",2,1,2,3,3,4,21,5,50,1,0,1,0,1.60869562625885,0,0,"MI",23,"midwest",1,1
"2859","Pew 2004Dec01","Pew ",2004,847,31,"new york",1,1,2,4,3,5,28,6,62,0,1,1,0,1.08695650100708,0,0,"NY",35,"northeast",1,1
"2860","Pew 2004Dec01","Pew ",2004,848,29,"new jersey",1,1,1,2,2,2,8,3,34,0,0,0,0,3.89130425453186,0,0,"NJ",32,"northeast",1,1
"2861","Pew 2004Dec01","Pew ",2004,849,31,"new york",1,0,1,1,4,6,31,2,72,1,0,0,0,3.58695650100708,0,0,"NY",35,"northeast",1,1
"2862","Pew 2004Dec01","Pew ",2004,850,31,"new york",1,0,1,4,NA,NA,NA,7,NA,0,1,0,0,1.93478262424469,0,0,"NY",35,"northeast",1,1
"2863","Pew 2004Dec01","Pew ",2004,851,21,"michigan",2,1,1,4,3,5,28,7,55,1,0,0,0,1.30434787273407,1,1,"MI",23,"midwest",0,0
"2864","Pew 2004Dec01","Pew ",2004,852,42,"texas",3,1,1,4,1,2,10,6,28,1,0,0,0,1.97826087474823,1,1,"TX",44,"south",0,0
"2865","Pew 2004Dec01","Pew ",2004,853,1,"alabama",3,0,1,3,3,5,27,5,63,0,0,0,0,1.23913037776947,0,0,"AL",2,"south",1,1
"2866","Pew 2004Dec01","Pew ",2004,854,42,"texas",3,1,1,4,1,2,10,7,26,0,0,0,0,1.97826087474823,0,0,"TX",44,"south",1,1
"2867","Pew 2004Dec01","Pew ",2004,855,16,"kentucky",3,1,1,2,3,5,26,3,61,0,0,0,0,2.2173912525177,0,0,"KY",18,"south",1,1
"2868","Pew 2004Dec01","Pew ",2004,856,2,"arizona",4,0,NA,3,2,3,15,5,35,1,0,NA,0,1.19565212726593,NA,0,"AZ",4,"west",1,NA
"2869","Pew 2004Dec01","Pew ",2004,857,42,"texas",3,1,2,1,3,5,25,2,55,1,0,1,0,3.69565224647522,0,0,"TX",44,"south",1,1
"2870","Pew 2004Dec01","Pew ",2004,858,13,"indiana",2,1,3,4,1,1,4,6,24,1,0,0,1,3.34782600402832,NA,0,"IN",16,"midwest",1,NA
"2871","Pew 2004Dec01","Pew ",2004,859,30,"new mexico",4,1,1,4,4,6,34,6,75,1,0,0,0,1.15217387676239,0,0,"NM",33,"west",1,1
"2872","Pew 2004Dec01","Pew ",2004,860,49,"wyoming",4,0,1,4,3,5,28,6,57,0,0,0,0,1,1,1,"WY",51,"west",0,0
"2873","Pew 2004Dec01","Pew ",2004,861,30,"new mexico",4,0,1,3,3,4,21,5,45,0,1,0,0,1.60869562625885,0,0,"NM",33,"west",1,1
"2874","Pew 2004Dec01","Pew ",2004,862,4,"california",4,1,1,4,2,3,16,6,43,0,0,0,0,1.17391300201416,1,1,"CA",5,"west",0,0
"2875","Pew 2004Dec01","Pew ",2004,863,10,"georgia",3,1,1,2,2,3,14,3,38,0,1,0,0,2.67391300201416,0,0,"GA",11,"south",1,1
"2876","Pew 2004Dec01","Pew ",2004,864,32,"north carolina",3,1,1,2,2,3,14,3,43,0,1,0,0,2.67391300201416,0,0,"NC",28,"south",1,1
"2877","Pew 2004Dec01","Pew ",2004,865,31,"new york",1,0,1,4,4,6,34,6,70,0,0,0,0,1.13043475151062,0,0,"NY",35,"northeast",1,1
"2878","Pew 2004Dec01","Pew ",2004,866,39,"south carolina",3,0,2,1,4,6,31,2,72,1,0,1,0,4.15217399597168,0,0,"SC",41,"south",1,1
"2879","Pew 2004Dec01","Pew ",2004,867,31,"new york",1,0,1,2,3,4,20,3,54,0,1,0,0,3.0652174949646,0,0,"NY",35,"northeast",1,1
"2880","Pew 2004Dec01","Pew ",2004,868,9,"florida",3,0,1,4,3,5,28,7,64,0,1,0,0,1.84782612323761,0,0,"FL",10,"south",1,1
"2881","Pew 2004Dec01","Pew ",2004,869,20,"massachusetts",1,1,1,4,NA,NA,NA,7,NA,0,0,0,0,1,NA,0,"MA",20,"northeast",1,NA
"2882","Pew 2004Dec01","Pew ",2004,870,45,"virginia",3,1,1,4,3,5,28,6,60,0,0,0,0,2.17391300201416,0,0,"VA",46,"south",1,1
"2883","Pew 2004Dec01","Pew ",2004,871,9,"florida",3,1,1,2,4,6,32,3,73,0,1,0,0,1.7173912525177,0,0,"FL",10,"south",1,1
"2884","Pew 2004Dec01","Pew ",2004,872,10,"georgia",3,1,2,2,2,3,14,4,36,1,0,1,0,2.5652174949646,0,0,"GA",11,"south",1,1
"2885","Pew 2004Dec01","Pew ",2004,873,4,"california",4,0,3,3,1,2,9,5,27,1,0,0,1,3.36956524848938,1,1,"CA",5,"west",0,0
"2886","Pew 2004Dec01","Pew ",2004,874,41,"tennessee",3,0,1,4,3,4,22,7,46,0,1,0,0,1.23913037776947,0,0,"TN",43,"south",1,1
"2887","Pew 2004Dec01","Pew ",2004,875,34,"ohio",2,0,1,2,2,2,8,3,34,0,0,0,0,1.93478262424469,0,0,"OH",36,"midwest",1,1
"2888","Pew 2004Dec01","Pew ",2004,876,27,"nevada",4,1,2,4,2,3,16,6,39,1,0,1,0,1.36956524848938,0,0,"NV",34,"west",1,1
"2889","Pew 2004Dec01","Pew ",2004,877,3,"arkansas",3,1,1,2,3,5,26,3,58,0,0,0,0,2.65217399597168,0,0,"AR",3,"south",1,1
"2890","Pew 2004Dec01","Pew ",2004,878,22,"minnesota",2,0,1,2,4,6,32,3,74,1,0,0,0,1.23913037776947,0,0,"MN",24,"midwest",1,1
"2891","Pew 2004Dec01","Pew ",2004,879,24,"missouri",2,0,1,3,2,3,15,5,37,1,0,0,0,2.02173924446106,1,1,"MO",25,"midwest",0,0
"2892","Pew 2004Dec01","Pew ",2004,880,40,"south dakota",2,0,1,4,2,3,16,6,38,0,1,0,0,1.32608699798584,0,0,"SD",42,"midwest",1,1
"2893","Pew 2004Dec01","Pew ",2004,881,48,"wisconsin",2,1,1,3,3,5,27,5,57,1,0,0,0,1,1,1,"WI",49,"midwest",0,0
"2894","Pew 2004Dec01","Pew ",2004,882,24,"missouri",2,1,1,4,2,2,10,6,34,0,1,0,0,1.82608699798584,0,0,"MO",25,"midwest",1,1
"2895","Pew 2004Dec01","Pew ",2004,883,41,"tennessee",3,1,1,4,2,3,16,7,37,0,0,0,0,1.60869562625885,0,0,"TN",43,"south",1,1
"2896","Pew 2004Dec01","Pew ",2004,884,26,"nebraska",2,0,1,2,2,2,8,3,34,0,0,0,0,1.93478262424469,0,0,"NE",30,"midwest",1,1
"2897","Pew 2004Dec01","Pew ",2004,885,42,"texas",3,0,1,4,3,5,28,6,63,0,1,0,0,1.23913037776947,0,0,"TX",44,"south",1,1
"2898","Pew 2004Dec01","Pew ",2004,886,12,"illinois",2,0,1,2,1,1,2,3,18,0,0,0,0,2.30434775352478,0,0,"IL",15,"midwest",1,1
"2899","Pew 2004Dec01","Pew ",2004,887,4,"california",4,1,1,2,1,2,8,3,27,0,0,0,0,2.39130425453186,1,1,"CA",5,"west",0,0
"2900","Pew 2004Dec01","Pew ",2004,888,42,"texas",3,1,3,3,2,2,9,5,32,0,1,0,1,3.30434775352478,0,0,"TX",44,"south",1,1
"2901","Pew 2004Dec01","Pew ",2004,889,17,"louisiana",3,0,1,2,2,3,14,3,41,0,1,0,0,3.2826087474823,0,0,"LA",19,"south",1,1
"2902","Pew 2004Dec01","Pew ",2004,890,3,"arkansas",3,0,1,2,2,3,14,3,42,1,0,0,0,2.41304349899292,0,0,"AR",3,"south",1,1
"2903","Pew 2004Dec01","Pew ",2004,891,5,"colorado",4,1,1,3,2,3,15,5,42,1,0,0,0,1.95652174949646,0,0,"CO",6,"west",1,1
"2904","Pew 2004Dec01","Pew ",2004,892,4,"california",4,0,1,2,2,3,14,3,42,0,0,0,0,3.0652174949646,0,0,"CA",5,"west",1,1
"2905","Pew 2004Dec01","Pew ",2004,893,26,"nebraska",2,0,1,2,1,2,8,3,26,0,0,0,0,2.45652174949646,0,0,"NE",30,"midwest",1,1
"2906","Pew 2004Dec01","Pew ",2004,894,3,"arkansas",3,0,1,4,3,5,28,6,57,0,1,0,0,1.65217387676239,0,0,"AR",3,"south",1,1
"2907","Pew 2004Dec01","Pew ",2004,895,43,"utah",4,1,1,4,1,2,10,6,29,0,1,0,0,1.2826087474823,0,0,"UT",45,"west",1,1
"2908","Pew 2004Dec01","Pew ",2004,896,11,"idaho",4,1,1,3,4,6,33,5,87,0,1,0,0,1.04347825050354,NA,0,"ID",14,"west",1,NA
"2909","Pew 2004Dec01","Pew ",2004,897,30,"new mexico",4,0,3,3,2,2,9,5,31,0,0,0,1,3.13043475151062,0,0,"NM",33,"west",1,1
"2910","Pew 2004Dec01","Pew ",2004,898,5,"colorado",4,1,1,1,2,3,13,1,40,0,1,0,0,4.17000007629395,0,0,"CO",6,"west",1,1
"2911","Pew 2004Dec01","Pew ",2004,899,24,"missouri",2,0,1,3,2,3,15,5,38,0,1,0,0,2.02173924446106,0,0,"MO",25,"midwest",1,1
"2912","Pew 2004Dec01","Pew ",2004,900,25,"montana",4,0,1,2,2,2,8,3,34,0,1,0,0,1.73913037776947,0,0,"MT",27,"west",1,1
"2913","Pew 2004Dec01","Pew ",2004,901,2,"arizona",4,0,1,4,3,5,28,7,61,1,0,0,0,1.26086962223053,1,1,"AZ",4,"west",0,0
"2914","Pew 2004Dec01","Pew ",2004,902,25,"montana",4,1,1,3,3,4,21,5,52,0,1,0,0,1.32608699798584,1,1,"MT",27,"west",0,0
"2915","Pew 2004Dec01","Pew ",2004,903,5,"colorado",4,1,1,4,3,5,28,7,63,0,1,0,0,1.26086962223053,0,0,"CO",6,"west",1,1
"2916","Pew 2004Dec01","Pew ",2004,904,2,"arizona",4,0,1,3,3,5,27,5,63,0,0,0,0,1.58695650100708,0,0,"AZ",4,"west",1,1
"2917","Pew 2004Dec01","Pew ",2004,905,36,"oregon",4,1,1,4,NA,NA,NA,7,NA,1,0,0,0,1.7173912525177,NA,0,"OR",38,"west",1,NA
"2918","Pew 2004Dec01","Pew ",2004,906,43,"utah",4,0,1,4,4,6,34,6,66,0,0,0,0,1,0,0,"UT",45,"west",1,1
"2919","Pew 2004Dec01","Pew ",2004,907,4,"california",4,0,3,2,3,5,26,3,57,1,0,0,1,4.17000007629395,1,1,"CA",5,"west",0,0
"2920","Pew 2004Dec01","Pew ",2004,908,4,"california",4,0,3,2,1,1,2,3,18,1,0,0,1,2.58695650100708,1,1,"CA",5,"west",0,0
"2921","Pew 2004Dec01","Pew ",2004,909,27,"nevada",4,0,1,4,2,3,16,7,38,0,1,0,0,1.43478262424469,1,1,"NV",34,"west",0,0
"2922","Pew 2004Dec01","Pew ",2004,910,2,"arizona",4,1,1,4,2,3,16,7,35,1,0,0,0,1.76086962223053,1,1,"AZ",4,"west",0,0
"2923","Pew 2004Dec01","Pew ",2004,911,36,"oregon",4,0,1,2,2,3,14,3,40,0,1,0,0,2.41304349899292,0,0,"OR",38,"west",1,1
